"","C002","C004","C005","C006","C007","C009","C010","C011","C012","C015","C016","C017","C019","C020","C021","C022","C024","C026","C028","C029","C030","C031","C032","C033","C034","P002","P012","P014","P027","P034","P037","P038","P041","P042","P049","P056","P058","P060","P064","P065","P070","P080","P085","P086","P089","P092","P099","P113","P013b","P100b"
"Bin.1.26"," 0.36447704"," 0.34716650"," 0.52661805"," 0.18597611","-0.22191749","-0.01233432","-0.07760317","-0.15499846"," 0.19202193"," 0.14984869"," 0.07486488","-0.07243852"," 0.11391310"," 0.13077870","-0.05929312","-0.25312854","-0.09931130","-0.30716580"," 0.76887903","-0.04942935","-0.17781136"," 0.26691745","-0.10833017"," 0.21437835"," 0.27387104","-0.86384173"," 0.29619964","-0.37535492","-0.09318862","-0.07168130","-0.71205238"," 0.07582767","-0.04500271"," 0.13476830","-0.24214462","-0.09358202","-0.19131344","-0.02966446"," 0.15164519","-0.05798730"," 0.05500637","-0.17783071"," 0.18997077"," 0.27382257"," 0.35210508","-0.38904846","-0.81411672"," 0.54015882"," 0.15232831","-0.08097262"
"Bin.1.22"," 0.191558374","-0.024798462"," 0.690566095"," 0.563513596","-0.443247182","-0.024035554","-0.039445435","-0.085679127"," 0.008077169"," 0.528878960","-0.136833014","-0.532161907","-0.346013366"," 0.229586398","-0.369176834","-0.242127981","-0.391451784","-0.417548412"," 0.863540703"," 0.022964710","-0.379185331"," 0.085155020","-0.221925126","-0.046844258"," 0.140477006","-0.294328734"," 0.185699479","-0.346178393"," 0.160338115"," 0.035586123","-0.594080090","-0.108309739","-0.118292006"," 0.224883856"," 0.008341367","-0.184099570","-0.217521482","-0.198528694"," 0.569007596","-0.105401843"," 0.311205805"," 1.117237824"," 0.073071021"," 0.284470308"," 0.173468392","-0.317161887","-0.555358646"," 0.217652556"," 0.243021482","-0.188567096"
"Bin.1.18"," 0.257133312","-0.213545834"," 0.063661058"," 0.219385029","-0.392399846"," 0.042817448","-0.252250637"," 0.014649170","-0.112953271","-0.173685073","-0.277804668","-0.323485134","-0.456246398"," 0.211108874","-0.434662677","-0.276864793","-0.439786849","-0.366806050"," 0.420656849","-0.215690367","-0.315209306","-0.247769929","-0.259246367"," 0.096324955","-0.164204722"," 1.516245925"," 0.316310069","-0.162832683","-0.010896563","-0.029852069","-0.395594360"," 0.054002855"," 0.202941643"," 0.266792684"," 0.001831632","-0.119041989","-0.207819254","-0.219759947"," 0.567514101","-0.184621867"," 0.501115060"," 1.277381169"," 0.257650492"," 0.366894736"," 0.199298683","-0.256807258","-0.525732390"," 0.144793980"," 0.208945205","-0.171884630"
"Bin.1.14"," 0.02158347","-0.06495610"," 0.43694171"," 0.10189009","-0.21314833"," 0.08157448","-0.23229284","-0.36137496","-0.51185308","-0.12917975","-0.36593119","-0.25864736","-0.35814480","-0.24282561","-0.30585829","-0.16544127","-0.41372260","-0.27237657"," 0.23816874","-0.06406420","-0.31238096","-0.55136577","-0.12733736"," 0.10379780"," 0.30467772"," 2.32332272"," 0.45694223","-0.12715175","-0.01035292"," 0.04773618","-0.40120560"," 0.23777508"," 0.42120184"," 0.28873844","-0.29588114"," 0.06409116"," 0.04992760","-0.09810548"," 0.09003325","-0.02734200","-0.06648700"," 0.05571758"," 0.38873803"," 0.09114687"," 0.39256288"," 0.04390711","-0.41143525","-0.40423300"," 0.35460154"," 0.19801866"
"Bin.1.10"," 0.027645342","-0.081458475"," 0.459351182","-0.175298696","-0.198222714"," 0.075378918"," 0.017582638","-0.126203597","-0.212309773"," 0.098532396"," 0.125179120","-0.122696070","-0.288939517","-0.137876628","-0.092283270","-0.007979661"," 0.278908410"," 0.104457073"," 0.439887954","-0.175098816","-0.172846191","-0.250078407","-0.166107922"," 0.277717009","-0.235559344","-0.787395395"," 0.597804330","-0.337847241"," 0.122333321"," 0.034682317","-0.692209028"," 0.030586135"," 0.565661812"," 0.364487548","-0.197194323","-0.125812629","-0.100385775"," 0.246624816"," 0.181577900"," 0.304780431","-0.067296259","-0.705706298"," 0.177249672"," 0.035386559"," 0.622954767","-0.008826653","-0.192630775","-0.289128140"," 0.495898180"," 0.262723769"
"Bin.1.06","-0.1776307901","-0.1317113476","-0.4228581394","-0.0489508724","-0.1988820885"," 0.0987589714","-0.1947420934","-0.3818450574","-0.0365897531"," 0.1488598441"," 0.0349677012","-0.2976435580"," 0.1039636141","-0.2710954224","-0.0818127922","-0.1347456371","-0.1969407703","-0.1376695373","-0.1572170377","-0.1402260264","-0.4032285050","-0.4853839464","-0.1767417718"," 0.2256613441","-0.4625833487","-0.1243955428"," 0.7442556312","-0.1744134357"," 0.0319854267","-0.0353720405","-0.5709222084"," 0.2230403995"," 0.6233361217"," 0.4276954370"," 0.0938049057","-0.0574537358","-0.1682715274"," 0.1710795014"," 0.3646478764"," 0.1773354434","-0.0433254791"," 0.2358477890"," 0.4506919916"," 0.2559520808"," 0.6237276554"," 0.0004259693","-0.6577767537","-0.1097558964"," 1.1332225113"," 0.3109248995"
"Bin.1.02","-0.21003151","-0.26173049","-0.30383528","-0.53228191"," 0.08023590"," 0.05466451","-0.48109443","-0.56611262","-0.35644333","-0.25041278","-0.47634743","-0.32981429","-0.07339170","-0.17572795","-0.09397363","-0.22129348","-0.56761994","-0.28225576","-0.29571050","-0.46323709","-0.35873619","-0.43873150","-0.27607407","-0.23925053","-0.27121380","-0.70553815"," 0.87266504","-0.04643476"," 0.19095949"," 0.21889245","-0.40968466"," 0.49124778"," 0.74819803"," 0.51844492"," 0.32823711"," 0.12774765"," 0.01339927"," 0.28831375"," 0.51722343"," 0.29515826"," 0.08848626"," 0.63095567"," 0.82331669"," 0.57058531"," 0.72932951","-0.11093850","-0.50980710"," 0.01556611"," 1.12214494"," 0.58195133"
"Bin.0.98","-0.36578849","-0.26971361","-0.30600094","-0.24797009","-0.22743477","-0.11138627","-0.37730694","-0.46655431","-0.32434343","-0.26284637","-0.39523315","-0.46433498","-0.15329705","-0.22725384","-0.27214852","-0.25647465","-0.45017542","-0.26268837","-0.27300817","-0.46095496","-0.53391325","-0.32046150","-0.38648274","-0.27064287","-0.43116810","-0.69651788"," 0.91377478"," 0.18355753"," 0.05215758"," 0.20422635","-0.52077598"," 0.58987551"," 0.63675642"," 0.41458919"," 0.46565052"," 0.17930578"," 0.09381090"," 0.35324350"," 0.45842904"," 0.38191178"," 0.07503378"," 0.81429571"," 0.86017613"," 0.78936424"," 0.62149690","-0.20539855","-0.58569765"," 0.25498613"," 1.01814665"," 0.76518443"
"Bin.0.94","-0.15505733","-0.28089006","-0.24827891","-0.34640651","-0.36279349","-0.26965343","-0.37147102","-0.43212047","-0.35742415","-0.30796026","-0.46538185","-0.48440787","-0.26791446","-0.29952148","-0.42215918","-0.19274385","-0.44823447","-0.37233594","-0.32969204","-0.42119849","-0.49613164","-0.41279702","-0.37077609","-0.04027704","-0.48655763","-0.30140998"," 0.82642002"," 0.35260335"," 0.13116295"," 0.22333781","-0.50790189"," 0.60021508"," 0.67195974"," 0.34386255"," 0.61947740"," 0.27844686"," 0.28266295"," 0.39527370"," 0.50598066"," 0.42709690"," 0.17213086"," 0.31825247"," 1.01891350"," 0.76146010"," 0.51663343","-0.19118710","-0.41986000"," 0.23716834"," 0.73225066"," 0.64723433"
"Bin.0.90","-0.1985709001","-0.0857200343","-0.1175328086","-0.0028673436","-0.1527940333","-0.2629896290","-0.4013347611","-0.4164271316","-0.1727784611","-0.1250874806","-0.3501411271","-0.4056435359","-0.0953492154","-0.2477436812","-0.3679884388","-0.0160892271","-0.4489831237","-0.5239378398","-0.2046207734","-0.3850167071","-0.4613705778","-0.3936411456","-0.1864737852"," 0.0653301615","-0.1564337427","-0.2382647089"," 0.7162645026"," 0.2266495385","-0.0484470417"," 0.0704325706","-0.6786756692"," 0.4406842719"," 0.6335545190"," 0.2923916217"," 0.4540973930"," 0.1246447306"," 0.1145237176"," 0.3222481642"," 0.4481994995"," 0.2708073680"," 0.1344412277","-0.0003289874"," 1.0257818345"," 0.6263572888"," 0.4581517600","-0.2816291770","-0.5152071562"," 0.4266748825"," 0.5601549489"," 0.5306982431"
"Bin.0.86"," 0.02484250","-0.10144681"," 0.02362265","-0.34279600","-0.22773615","-0.33631696","-0.34366939","-0.47726726","-0.41701947","-0.15884452","-0.39078884","-0.40001935","-0.40996682","-0.30318659","-0.43261340","-0.20619618","-0.54808829","-0.62767905","-0.12932519","-0.43019844","-0.29436896","-0.37396237","-0.24580037"," 0.11203123","-0.02582964","-0.13691781"," 0.82651860"," 0.29162094","-0.05932958"," 0.16210217","-0.68452873"," 0.50568863"," 0.73771087"," 0.39381433"," 0.43874685"," 0.12138356"," 0.16762241"," 0.31633178"," 0.51401799"," 0.24401983"," 0.05229564","-0.16840900"," 1.05381778"," 0.67257258"," 0.59118786","-0.15966318","-0.55880543"," 0.50982168"," 0.67669667"," 0.55430721"
"Bin.0.82","-0.32232695","-0.31693190","-0.33587198","-0.38390682","-0.42179701","-0.30250123","-0.50574004","-0.84204585","-0.51680599","-0.33558671","-0.59023376","-0.32350917","-0.24921189","-0.36885714","-0.11258831","-0.23444925","-0.83342664","-0.60604465","-0.54642372","-0.48728985","-0.28475160","-0.61481443","-0.41738024","-0.08281510","-0.47943242","-0.40285637"," 1.01975083"," 0.37030103"," 0.19865734"," 0.36304359","-0.39063560"," 0.57305776"," 1.03054570"," 0.66984266"," 0.39695077"," 0.32873167"," 0.27419219"," 0.42168269"," 0.73414816"," 0.46209460"," 0.12381588","-0.05921498"," 1.12401592"," 0.76854509"," 0.91551606"," 0.13497179","-0.40769137"," 0.18601380"," 0.92594161"," 0.75332185"
"Bin.0.78","-0.28220185","-0.27461389","-0.34774130","-0.28618869","-0.39081554","-0.18828661","-0.57960224","-0.67853122","-0.43678470","-0.41347436","-0.53780103","-0.36607365","-0.14621460","-0.17552609"," 0.02037199"," 0.01764124","-0.67389172","-0.65407497","-0.58514343","-0.50456978","-0.31007238","-0.63990669","-0.47712111","-0.38894808","-0.19968775","-0.82122886"," 1.06645196"," 0.23992855"," 0.22976717"," 0.40201763","-0.34441837"," 0.60697296"," 1.06530924"," 0.69358859"," 0.35129010"," 0.36163782"," 0.19034786"," 0.42282696"," 0.85826953"," 0.45708238"," 0.11096022","-0.08816058"," 0.97415158"," 0.73870187"," 0.97675085"," 0.10807279","-0.39891603","-0.45989575"," 0.96348384"," 0.79426613"
"Bin.0.74","-0.003302284"," 0.109015392","-0.053878615"," 0.057118165","-0.133479860"," 0.008507348","-0.078165233","-0.268035777","-0.140963758"," 0.006250141","-0.066413848","-0.131923655"," 0.229897136","-0.018459558"," 0.126638371"," 0.232596401","-0.336912448","-0.137661635","-0.476543947","-0.117388685","-0.026570183","-0.200542231","-0.100230790","-0.147560325"," 0.164986507","-0.135064715"," 0.679607831"," 0.331895767"," 0.237228884"," 0.357586788","-0.016305049"," 0.453193968"," 0.725155369"," 0.522990718"," 0.217325803"," 0.279997155"," 0.205918424"," 0.342956203"," 0.561454304"," 0.340987194"," 0.200222246"," 0.051427915"," 0.552062029"," 0.460440113"," 0.649880372"," 0.213428303","-0.018772415","-6.864123693"," 0.639702267"," 0.513827590"
"Bin.0.70"," 0.006586525","-0.262542131","-0.214552164","-0.116277232","-0.124538261","-0.066103503","-0.111365108","-0.445841772","-0.286542409","-0.032804151","-0.109365707","-0.111858318","-0.401567900","-0.041435944","-0.086084278","-0.102611158","-0.252106321","-0.187494872","-0.239266124","-0.140756357","-0.114691920","-0.188152697","-0.123127522","-0.055718927"," 0.086881685","-0.522109575"," 0.862874729"," 0.311357193"," 0.390292553"," 0.471060996"," 0.019233952"," 0.594989849"," 0.880858515"," 0.689909473"," 0.273732509"," 0.358327663"," 0.264004431"," 0.409536200"," 0.696007531"," 0.529958053"," 0.304914069"," 0.203447351"," 0.669157540"," 0.615701629"," 0.841189752"," 0.383359350","-0.166425874","-6.881633676"," 0.843871476"," 0.677720879"
"Bin.0.66","-0.06161050","-0.31078388","-0.05846121","-0.03209175","-0.09088980","-0.01851157","-0.04796107","-0.27127219","-0.30461519","-0.04378880","-0.09658622","-0.20372364","-0.19625817","-0.08574622","-0.12112688","-0.11778533","-0.46437928","-0.11172079","-0.89584564","-0.08087454","-0.07577199","-0.19921355","-0.11023063","-0.10983012"," 0.09361581","-0.45181785"," 0.90957390"," 0.29786879"," 0.41265116"," 0.44370748","-0.04907097"," 0.60672187"," 0.94394430"," 0.73788056"," 0.25873136"," 0.34205212"," 0.22165082"," 0.38165595"," 0.74801803"," 0.56557017"," 0.32886405"," 0.21718461"," 0.65618978"," 0.61029689"," 0.88396612"," 0.34118973","-0.08446396","-6.88024945"," 0.87566578"," 0.69768191"
"Bin.0.62","-0.10021000","-0.82856165"," 0.03340641"," 0.10193127","-0.10309722"," 0.06139025","-0.11005959","-4.46985259","-0.42023572","-0.05732254","-0.31342252","-0.21505241"," 0.13728680"," 0.03232742"," 0.02554106"," 0.02857086","-0.05686709","-0.22004536","-0.55354862","-0.02554226","-0.02091574","-0.32466851","-0.07167964","-0.21833108"," 0.16160512","-0.55370202"," 0.99040198"," 0.44463791"," 0.54574354"," 0.52548218"," 0.33097816"," 0.70038195"," 1.02161043"," 0.85312330"," 0.27782687"," 0.47182459"," 0.40904756"," 0.50935029"," 0.88254428"," 0.68848205"," 0.47943786"," 0.41409793"," 0.71091296"," 0.70514091"," 0.99694025"," 0.48198711","-0.07197734","-6.04592376"," 0.96124084"," 0.79776355"
"Bin.0.58","-0.805470124","-0.162245627"," 0.043313943"," 0.217677345","-0.217097792","-0.094698538"," 0.030581750","-4.469546761","-0.156640517","-0.096666861"," 0.032382990","-0.287655415"," 0.196474349"," 0.042232653"," 0.070448108"," 0.038468091","-0.219827488"," 0.110962245","-0.544892572","-0.108091410"," 0.027584661","-0.570175421","-0.018723566","-0.036284787"," 0.009459741","-0.208413673"," 0.949775676"," 0.390801185"," 0.429523843"," 0.506225168"," 0.175463861"," 0.638655080"," 0.956143561"," 0.827384308"," 0.249546803"," 0.279840562"," 0.290654771"," 0.443222672"," 0.788569805"," 0.623979656"," 0.456359063"," 1.173792703"," 0.546073037"," 0.590485036"," 0.960603501"," 0.446866979","-0.111352891","-6.089994174"," 0.920552355"," 0.733672119"
"Bin.0.54","-0.5141125541","-0.3774281924"," 0.0922284175"," 0.1296850669","-0.1735261863"," 0.0851125861","-0.1122889016","-4.2533676181","-0.1118285092","-0.0005594365"," 0.1168079049","-0.1618686499"," 0.1080470667","-0.0426033209"," 0.0841845819","-0.0464451134","-0.1763118873"," 0.1912751446","-0.5080463337","-0.0122183936"," 0.0366735446","-0.2739722649","-0.1231029081"," 0.1303945990"," 0.0135191846"," 0.2472391105"," 0.9470022988"," 0.5246955414"," 0.4732053558"," 0.5068412864","-0.0327924512"," 0.5968892127"," 0.9318824806"," 0.7845245431"," 0.2084669779"," 0.1913254130"," 0.1723510046"," 0.3483205550"," 0.7628096804"," 0.6164495962"," 0.4330960117"," 0.3978954595"," 0.5752921082"," 0.5070300518"," 0.9605991591"," 0.4504081777","-0.0656117171","-6.2116636553"," 0.9028992687"," 0.6705967037"
"Bin.0.50"," 0.15164578","-3.29029577"," 0.62132029"," 0.28145141"," 0.27515844","-0.56646236","-0.57131014","-3.37729323","-2.95376283","-0.56811920","-0.56979408"," 0.28481760"," 0.26352279","-0.06216365","-0.06791332"," 0.14996798"," 0.27285027"," 0.28058667","-0.55799672"," 0.42149656"," 0.26672444","-2.94537622","-0.58022759"," 0.15607999"," 0.37350041","-3.46658944"," 1.26971458"," 0.95960701"," 0.83246319"," 0.88678884"," 0.55046122"," 0.94212924"," 1.24386473"," 1.17398333"," 0.43050181"," 0.43932107"," 0.55299438"," 0.73241813"," 1.13904494"," 1.00922894"," 0.83443615"," 0.72159772"," 1.00785801"," 0.82129935"," 1.29725087"," 0.81883936"," 0.47537891","-4.60063879"," 1.24500373"," 0.99463520"
"Bin.0.46"," 0.35844000"," 0.43567886"," 0.23397789"," 0.36231514"," 0.22907544"," 0.51481540"," 0.22313179","-3.10681288","-2.89705734","-2.89990213"," 0.35156581"," 0.23880649"," 0.21735322","-0.48693357"," 0.22726339","-0.49012644"," 0.22675010"," 0.57838488"," 0.01968110"," 0.56046920"," 0.22057868","-2.88860810","-0.50579826"," 0.01908457"," 0.23811326"," 0.01955016"," 1.28484048"," 0.95160712"," 0.83878440"," 0.70698331","-2.91478520"," 0.92511031"," 1.22167603"," 1.18870503","-0.49425650"," 0.57842685"," 0.58763944"," 0.76436433"," 1.14286234"," 1.02820100"," 0.90153956"," 0.66428477"," 0.94092583"," 0.76994727"," 1.32464921"," 0.79470195","-2.88739342","-4.57343216"," 1.29126951"," 0.96355185"
"Bin.0.42","-0.43963790"," 0.47724162"," 0.49235931"," 0.40445289"," 0.27225747"," 0.27122819"," 0.39226539","-0.45463955","-0.44756343"," 0.39546966"," 0.48312029"," 0.06668909"," 0.38653195"," 0.06098518"," 0.05523797","-3.05087925","-2.83258220"," 0.49292108"," 0.27972715"," 0.25990870"," 0.04860659"," 0.04313755","-2.82003792"," 0.40504053"," 0.56575455","-3.05745064"," 1.25984551"," 0.95640868"," 1.01754259"," 0.74641969"," 0.49957100"," 0.97962659"," 1.19629394"," 1.22436589","-0.44540530","-2.84035567"," 0.57139522"," 0.55851230"," 1.18739068"," 1.02542375"," 0.70538277"," 0.65618758"," 0.66845610"," 0.94406931"," 1.30736931"," 0.77683463","-3.37615064","-4.50402192"," 1.29708388"," 0.83760985"
"Bin.0.38"," 0.22709579","-0.28093930"," 0.67583979","-0.01524529"," 0.36863327","-0.27036654"," 0.41674869","-0.28365837","-0.02877957"," 0.50988767"," 0.63886628","-0.25811994"," 0.29039516"," 0.12640995"," 0.22223111","-3.83210129","-0.02510117","-0.01623618"," 0.13044486","-0.03661292","-0.03212063"," 0.10594603","-0.28621201","-0.01457163"," 0.43378955","-0.83298666"," 1.00476883"," 0.74150698"," 0.74015387"," 0.65203016"," 0.23813601"," 0.70431954"," 0.97387359"," 1.02391858","-0.84518512","-0.83512398","-0.25244291","-3.58646726"," 0.90105131"," 0.80704417"," 0.61842057"," 0.41768131"," 0.47928186"," 0.65220939"," 1.09275919"," 0.58992069"," 0.10456420","-5.51587730"," 1.07470861"," 0.28551107"
"Bin.0.34"," 0.5021981","-2.8465200"," 0.7281901"," 0.3754647"," 0.4996590","-0.3738070"," 0.3628110","-2.8440574","-0.3784441"," 0.3661378"," 0.7185973"," 0.1554956"," 0.3568582"," 0.5037605"," 0.1436061","-0.3719488","-0.3751278","-2.8627969"," 0.1532272"," 0.3561123"," 0.4909059","-0.3871082","-0.3880931"," 0.3760749"," 0.5089695"," 0.1530923"," 1.2273358"," 1.1720304"," 0.8885383"," 0.6717363"," 0.6768945"," 0.5082586"," 1.0372447"," 1.2490073","-3.3725719","-0.3670911","-0.3576407","-0.3709599"," 1.0867843"," 0.9813120"," 0.7258870"," 0.4133546"," 0.8613283"," 0.8614108"," 1.3328349"," 0.9516115","-3.2884189","-4.6248311"," 1.3295275"," 0.4831597"
"Bin.0.30","-0.07665067","-2.54264353"," 0.80723554"," 0.72386697"," 0.71790140"," 0.86736142"," 0.59290301","-2.65979923","-0.08416708","-2.34570203"," 0.39023554","-0.06984269"," 0.38335540"," 0.39812954","-0.08065710","-2.87663142","-0.08113790"," 0.60364135","-2.55945148"," 0.70618979"," 0.38638995","-0.09208093","-0.09298052"," 0.60501838"," 0.40288681","-2.35521551"," 1.37185860"," 1.21264296"," 1.10117651"," 0.87507856"," 1.18301210"," 0.92988603"," 1.18861934"," 1.28295449","-2.66859813","-2.82739470","-0.06516497"," 0.71953739"," 1.27011050"," 1.17967295"," 0.92454041"," 0.63907004"," 1.07928244"," 1.07935784"," 1.46342934"," 0.97198538","-2.80788320","-3.96557506"," 1.49141539"," 0.70283075"
"Bin.0.26"," 0.2716271","-2.2029415"," 0.7268841"," 1.0378285"," 0.9178316"," 0.7215354"," 0.7171174","-2.3961670","-1.8975935","-1.9001555"," 1.1092368"," 0.2781433"," 0.2589086"," 0.7260547","-1.9009679","-1.9032970"," 0.2673323","-1.9075240","-1.9093791"," 0.7112619"," 0.2617998","-1.8899840","-2.0844791"," 1.0383620"," 0.9259712"," 0.9244941"," 1.6781849"," 1.4874601"," 1.3720982","-2.2187007"," 1.1870677"," 0.9253497"," 1.4146805"," 1.5729494","-1.8995612","-2.3611992","-1.9158574"," 0.9193974"," 1.5888670"," 1.4935426"," 1.1785079"," 0.7613000"," 1.2340195"," 1.1198018"," 1.7532048"," 0.7268307","-2.3425241","-3.4557137"," 1.7796105"," 1.0987832"
"Bin.0.22"," 0.56572814","-2.11262282"," 0.76784138"," 0.88608833"," 0.76332438"," 0.76236853"," 0.55798188","-2.51016660"," 0.09485900","-2.11964271"," 0.55939545"," 0.57242225","-2.11134406"," 0.10361034","-2.12047377","-2.12285658"," 0.09782518"," 0.10497481"," 0.10686481"," 0.08854333"," 0.09216510","-2.30910174","-2.10835160"," 0.76971144"," 0.77165162"," 0.97002226"," 1.54121064"," 1.32619211"," 1.28064284"," 0.96980667"," 1.31431372"," 0.88793843"," 1.44403136"," 1.43354848","-2.51878259","-2.52696910","-2.13570666"," 0.10155297"," 1.38889691"," 1.38840463"," 1.19951402"," 0.60318331"," 1.16976329"," 0.88699269"," 1.62545113"," 1.12904661","-2.57221187","-3.72253063"," 1.65209577"," 1.01279697"
